19:119:001:1	PSALM 119
19:119:032:0	I shall run the way of Your commandments , For You will enlarge my heart .
19:119:033:0	Teach me , O Lord , the way of Your statutes , And I shall observe it to the end .
19:119:034:0	Give me understanding , that I may observe Your lawAnd keep it with all my heart .
19:119:035:0	Make me walk in the path of Your commandments , For I delight in it .
19:119:036:0	Incline my heart to Your testimoniesAnd not to dishonest gain .
19:119:037:0	Turn away my eyes from looking at vanity , And revive me in Your ways .
19:119:038:0	Establish Your word to Your servant , As that which produces reverence for You .
19:119:039:0	Turn away my reproach which I dread , For Your ordinances are good .
19:119:008:1	Vav .
19:119:040:0	Behold , I long for Your precepts ; Revive me through Your righteousness .
19:119:041:0	May Your lovingkindnesses also come to me , O Lord , Your salvation according to Your word ;
19:119:042:0	So I will have an answer for him who reproaches me , For I trust in Your word .
19:119:043:0	And do not take the word of truth utterly out of my mouth , For I wait for Your ordinances .
19:119:044:0	So I will keep Your law continually , Forever and ever .
19:119:045:0	And I will walk at liberty , For I seek Your precepts .
19:119:046:0	I will also speak of Your testimonies before kingsAnd shall not be ashamed .
19:119:047:0	I shall delight in Your commandments , Which I love .
19:119:009:1	Zayin .
19:119:048:0	And I shall lift up my hands to Your commandments , Which I love ; And I will meditate on Your statutes .
19:119:049:0	Remember the word to Your servant , In which You have made me hope .
19:119:050:0	This is my comfort in my affliction , That Your word has revived me .
19:119:051:0	The arrogant utterly deride me , Yet I do not turn aside from Your law .
19:119:052:0	I have remembered Your ordinances from of old , O Lord , And comfort myself .
19:119:053:0	Burning indignation has seized me because of the wicked , Who forsake Your law .
19:119:054:0	Your statutes are my songsIn the house of my pilgrimage .
19:119:055:0	O Lord , I remember Your name in the night , And keep Your law .
19:119:010:1	Heth .
19:119:056:0	This has become mine , That I observe Your precepts .
19:119:057:0	The Lord is my portion ; I have promised to keep Your words .
19:119:058:0	I sought Your favor with all my heart ; Be gracious to me according to Your word .
19:119:059:0	I considered my waysAnd turned my feet to Your testimonies .
19:119:060:0	I hastened and did not delayTo keep Your commandments .
19:119:061:0	The cords of the wicked have encircled me , But I have not forgotten Your law .
19:119:062:0	At midnight I shall rise to give thanks to YouBecause of Your righteous ordinances .
19:119:063:0	I am a companion of all those who fear You , And of those who keep Your precepts .
19:119:011:1	Teth .
19:119:064:0	The earth is full of Your lovingkindness , O Lord ; Teach me Your statutes .
19:119:065:0	You have dealt well with Your servant , O Lord , according to Your word .
19:119:066:0	Teach me good discernment and knowledge , For I believe in Your commandments .
19:119:067:0	Before I was afflicted I went astray , But now I keep Your word .
19:119:068:0	You are good and do good ; Teach me Your statutes .
19:119:069:0	The arrogant have forged a lie against me ; With all my heart I will observe Your precepts .
19:119:070:0	Their heart is covered with fat , But I delight in Your law .
19:119:071:0	It is good for me that I was afflicted , That I may learn Your statutes .
19:119:012:1	Yodh .
19:119:072:0	The law of Your mouth is better to meThan thousands of gold and silver pieces .
19:119:073:0	Your hands made me and fashioned me ; Give me understanding , that I may learn Your commandments .
19:119:074:0	May those who fear You see me and be glad , Because I wait for Your word .
19:119:075:0	I know , O Lord , that Your judgments are righteous , And that in faithfulness You have afflicted me .
19:119:076:0	O may Your lovingkindness comfort me , According to Your word to Your servant .
19:119:077:0	May Your compassion come to me that I may live , For Your law is my delight .
19:119:078:0	May the arrogant be ashamed , for they subvert me with a lie ; But I shall meditate on Your precepts .
19:119:079:0	May those who fear You turn to me , Even those who know Your testimonies .
19:119:013:1	Kaph .
19:119:080:0	May my heart be blameless in Your statutes , So that I will not be ashamed .
19:119:081:0	My soul languishes for Your salvation ; I wait for Your word .
19:119:082:0	My eyes fail with longing for Your word , While I say , “ When will You comfort me ? ”
19:119:083:0	Though I have become like a wineskin in the smoke , I do not forget Your statutes .
19:119:084:0	How many are the days of Your servant ? When will You execute judgment on those who persecute me ?
19:119:085:0	The arrogant have dug pits for me , Men who are not in accord with Your law .
19:119:086:0	All Your commandments are faithful ; They have persecuted me with a lie ; help me !
19:119:087:0	They almost destroyed me on earth , But as for me , I did not forsake Your precepts .
19:119:014:1	Lamedh .
19:119:088:0	Revive me according to Your lovingkindness , So that I may keep the testimony of Your mouth .
19:119:089:0	Forever , O Lord , Your word is settled in heaven .
19:119:090:0	Your faithfulness continues throughout all generations ; You established the earth , and it stands .
19:119:091:0	They stand this day according to Your ordinances , For all things are Your servants .
19:119:092:0	If Your law had not been my delight , Then I would have perished in my affliction .
19:119:093:0	I will never forget Your precepts , For by them You have revived me .
19:119:094:0	I am Yours , save me ; For I have sought Your precepts .
19:119:095:0	The wicked wait for me to destroy me ; I shall diligently consider Your testimonies .
19:119:015:1	Mem .
19:119:096:0	I have seen a limit to all perfection ; Your commandment is exceedingly broad .
19:119:097:0	O how I love Your law ! It is my meditation all the day .
19:119:098:0	Your commandments make me wiser than my enemies , For they are ever mine .
19:119:099:0	I have more insight than all my teachers , For Your testimonies are my meditation .
19:119:100:0	I understand more than the aged , Because I have observed Your precepts .
19:119:101:0	I have restrained my feet from every evil way , That I may keep Your word .
19:119:102:0	I have not turned aside from Your ordinances , For You Yourself have taught me .
19:119:103:0	How sweet are Your words to my taste ! Yes , sweeter than honey to my mouth !
19:119:016:1	Nun .
19:119:104:0	From Your precepts I get understanding ; Therefore I hate every false way .
19:119:105:0	Your word is a lamp to my feetAnd a light to my path .
19:119:106:0	I have sworn and I will confirm it , That I will keep Your righteous ordinances .
19:119:107:0	I am exceedingly afflicted ; Revive me , O Lord , according to Your word .
19:119:108:0	O accept the freewill offerings of my mouth , O Lord , And teach me Your ordinances .
19:119:109:0	My life is continually in my hand , Yet I do not forget Your law .
19:119:110:0	The wicked have laid a snare for me , Yet I have not gone astray from Your precepts .
19:119:111:0	I have inherited Your testimonies forever , For they are the joy of my heart .
19:119:017:1	Samekh .
19:119:112:0	I have inclined my heart to perform Your statutesForever , even to the end .
19:119:113:0	I hate those who are double-minded , But I love Your law .
19:119:114:0	You are my hiding place and my shield ; I wait for Your word .
19:119:115:0	Depart from me , evildoers , That I may observe the commandments of my God .
19:119:116:0	Sustain me according to Your word , that I may live ; And do not let me be ashamed of my hope .
19:119:117:0	Uphold me that I may be safe , That I may have regard for Your statutes continually .
19:119:118:0	You have rejected all those who wander from Your statutes , For their deceitfulness is useless .
19:119:119:0	You have removed all the wicked of the earth like dross ; Therefore I love Your testimonies .
19:119:018:1	Ayin .
19:119:120:0	My flesh trembles for fear of You , And I am afraid of Your judgments .
19:119:121:0	I have done justice and righteousness ; Do not leave me to my oppressors .
19:119:122:0	Be surety for Your servant for good ; Do not let the arrogant oppress me .
19:119:123:0	My eyes fail with longing for Your salvationAnd for Your righteous word .
19:119:124:0	Deal with Your servant according to Your lovingkindnessAnd teach me Your statutes .
19:119:125:0	I am Your servant ; give me understanding , That I may know Your testimonies .
19:119:126:0	It is time for the Lord to act , For they have broken Your law .
19:119:127:0	Therefore I love Your commandmentsAbove gold , yes , above fine gold .
19:119:019:1	Pe .
19:119:128:0	Therefore I esteem right all Your precepts concerning everything , I hate every false way .
19:119:129:0	Your testimonies are wonderful ; Therefore my soul observes them .
19:119:130:0	The unfolding of Your words gives light ; It gives understanding to the simple .
19:119:131:0	I opened my mouth wide and panted , For I longed for Your commandments .
19:119:132:0	Turn to me and be gracious to me , After Your manner with those who love Your name .
19:119:133:0	Establish my footsteps in Your word , And do not let any iniquity have dominion over me .
19:119:134:0	Redeem me from the oppression of man , That I may keep Your precepts .
19:119:135:0	Make Your face shine upon Your servant , And teach me Your statutes .
19:119:020:1	Tsadhe .
19:119:136:0	My eyes shed streams of water , Because they do not keep Your law .
19:119:137:0	Righteous are You , O Lord , And upright are Your judgments .
19:119:138:0	You have commanded Your testimonies in righteousnessAnd exceeding faithfulness .
19:119:139:0	My zeal has consumed me , Because my adversaries have forgotten Your words .
19:119:140:0	Your word is very pure , Therefore Your servant loves it .
19:119:141:0	I am small and despised , Yet I do not forget Your precepts .
19:119:142:0	Your righteousness is an everlasting righteousness , And Your law is truth .
19:119:143:0	Trouble and anguish have come upon me , Yet Your commandments are my delight .
19:119:021:1	Qoph .
19:119:144:0	Your testimonies are righteous forever ; Give me understanding that I may live .
19:119:145:0	I cried with all my heart ; answer me , O Lord ! I will observe Your statutes .
19:119:146:0	I cried to You ; save meAnd I shall keep Your testimonies .
19:119:147:0	I rise before dawn and cry for help ; I wait for Your words .
19:119:148:0	My eyes anticipate the night watches , That I may meditate on Your word .
19:119:149:0	Hear my voice according to Your lovingkindness ; Revive me , O Lord , according to Your ordinances .
19:119:150:0	Those who follow after wickedness draw near ; They are far from Your law .
19:119:151:0	You are near , O Lord , And all Your commandments are truth .
19:119:022:1	Resh .
19:119:152:0	Of old I have known from Your testimoniesThat You have founded them forever .
19:119:153:0	Look upon my affliction and rescue me , For I do not forget Your law .
19:119:154:0	Plead my cause and redeem me ; Revive me according to Your word .
19:119:155:0	Salvation is far from the wicked , For they do not seek Your statutes .
19:119:156:0	Great are Your mercies , O Lord ; Revive me according to Your ordinances .
19:119:157:0	Many are my persecutors and my adversaries , Yet I do not turn aside from Your testimonies .
19:119:158:0	I behold the treacherous and loathe them , Because they do not keep Your word .
19:119:159:0	Consider how I love Your precepts ; Revive me , O Lord , according to Your lovingkindness .
19:119:023:1	Shin .
19:119:160:0	The sum of Your word is truth , And every one of Your righteous ordinances is everlasting .
19:119:161:0	Princes persecute me without cause , But my heart stands in awe of Your words .
19:119:162:0	I rejoice at Your word , As one who finds great spoil .
19:119:163:0	I hate and despise falsehood , But I love Your law .
19:119:164:0	Seven times a day I praise You , Because of Your righteous ordinances .
19:119:165:0	Those who love Your law have great peace , And nothing causes them to stumble .
19:119:166:0	I hope for Your salvation , O Lord , And do Your commandments .
19:119:167:0	My soul keeps Your testimonies , And I love them exceedingly .
19:119:024:1	Tav .
19:119:168:0	I keep Your precepts and Your testimonies , For all my ways are before You .
19:119:169:0	Let my cry come before You , O Lord ; Give me understanding according to Your word .
19:119:170:0	Let my supplication come before You ; Deliver me according to Your word .
19:119:171:0	Let my lips utter praise , For You teach me Your statutes .
19:119:172:0	Let my tongue sing of Your word , For all Your commandments are righteousness .
19:119:173:0	Let Your hand be ready to help me , For I have chosen Your precepts .
19:119:174:0	I long for Your salvation , O Lord , And Your law is my delight .
19:119:175:0	Let my soul live that it may praise You , And let Your ordinances help me .
19:119:176:0	I have gone astray like a lost sheep ; seek Your servant , For I do not forget Your commandments .
