my hat blew down into the gorge.	nire txapela behean putz egin zuen eztarrian.
we were teasing the bear cub when its mother became enraged at us	Ama guregan haserretu zenean, hartzaren kumeak iseka egiten ari ginen.
the goats were afraid of the wash so I pushed them down into it	ahuntzek beldurra zioten garbitzeari, eta beherantz bultzatu nituen
at that time the Navajos slipped away one after another with their sheep	une horretan, Navajos ardiekin irristatu zen bata bestearen atzetik.
I got bored sitting in the meeting so I simply started back home	Aspertuta nengoen bileran, eta etxera hasi nintzen
I'm listless; I don't feel like doing anything	Entzun gabe nago; ez naiz ezer egiten sentitzen
I broke the tie cord for my sack.	Nire zakuarentzako lokarria hautsi nuen.
I overate	Ni overate
I drank too much whiskey	Whiski gehiegi edan nuen
I drank too much	Gehiegi edan nuen
Silver spoon	Zilarrezko koilara
wooden spoon.	zurezko koilara.
when you get there be sure to introduce yourself to the missionary	iristen zarenean, ziurtatu misiolariari aurkeztu diozula
I dressed up and set out for town	Jantzi eta hirira joan nintzen
when I bathe I dry myself	lehortutakoan
dry yourself well	ondo lehortu
I'm wiping myself as I stand before the mirror	Garbitzen ari naiz ispiluaren aurrean geldirik nagoen bitartean
the baby is asleep holding onto his food	haurra lotan dago janaria mantentzen
the old man is sitting in front of the trading post with his mustache full of food particles	gizon zaharra denda-postuaren aurrean dago, janari-partikulaz betetako bibotearekin
the little boy is scraping mud off of himself with a stone	haurra harri batekin ari da bere buruari lokatza ateratzen
my older sister bawled me out for using her towel	nire ahizpa zaharrenak depilatu egin ninduen toaila erabiltzeagatik
I rubbed myself with a towel when I crawled back out of the sweathouse	Toaila batekin igurtzi nintzen sweathousetik itzuli nintzenean
I told my son to look for the horses before mid-afternoon	Arratsalde erdia baino lehen zaldiak bilatzeko esan nion semeari.
I started to ride across the river but it broke down on us	Ibaian zehar ibiltzen hasi nintzen, baina gurean hautsi zen
I haven't started for my grandmother's yet	Oraindik ez naiz hasi amonarentzat
a hooplike object or wheeled vehicle.)	hooplike objektu bat edo gurpildun ibilgailua).
I put blue paint on myself and my dog didn't recognize me	Pintura urdina eman nion neure buruari, eta zakurrak ez zidan ezagutu
to act with the hand.)	esku hartu).
I took a shower rubbing myself all over with soap	Dutxa bat hartu nuen dena xaboiz igurtzita
I rubbed my entire body with lotion	Gorputz osoa lozioz igurtzi nuen
I have a sore leg so I'm rubbing myself with liniment	Hanka mingarria dut; beraz, leinuarekin igurzten naiz
my leg hurts and it does no good to rub it	nire hankak mina du eta ez du ondo igurzten
I think I can accomplish more	Gehiago lor dezakedala uste dut
I know very well that I can do more	Oso ondo dakit gehiago egin dezakedala
I know very well that I can do more.	Oso ondo dakit gehiago egin dezakedala.
a white man came to our country from Washington and took charge of us	gizon zuri bat etorri zen gure herrira Washingtonetik, eta gure kargu egin zen
when my grandfather died I took over his lands in their entirety.	nire aitona hil zenean, lur guztiak hartu nituen.
when we were nearly home we ran out of gasoline	ia etxean geundenean, gasolinarik gabe geratzen gara
I came back from school because my money ran out	Nire dirua amaitu zelako itzuli nintzen eskolatik
long ago there were many wolves. Now they are on the verge of extinction	aspaldian otso asko zeuden. Orain desagertzeko zorian daude
my grandfather died but we still remember him	aitona hil egin zen, baina oraindik gogoratu gara
I hear that Mr. Long suddenly went blind	Aizu, Long jauna itsua izan zen bat-batean
last summer when we were out herding a bolt of lightning struck nearby and gave us a start	joan den udan, inguruan kolpatutako tximista batekin atera eta hasiera eman zigunean
I was left behind because I was walkíng too slowly	Atzean utzi ninduten, walking mantsoegia zelako
I left Gallup in the afternoon when I went to Phoenix	Gallupetik atera nintzen arratsaldean, Phoenixera joan nintzenean
this morning I ate and took off for Gallup	gaur goizean, jan eta Galluperako atera nintzen
my mother took the name Mary	amak Maria izena hartu zuen
Tall Syphilis adopted the Spanish name Delgadito	High Syphilisek Delgadito izen espainiarra hartu zuen
whenever I get to town I always see this white man begging	hirira iristen naizenean, beti ikusten dut gizon zuri hori eskalaka
when I get old I suppose I'll go around begging among my relatives	zahartzen naizenean, nire senideen artean txikituko naizela pentsatzen dut
I keep myself clean and well groomed every day	Garbi eta ondo zaintzen naiz egunero
I cut myself while I was sawing the plank in two	Plank-a bitan zerratzen ari nintzela moztu nintzen
I weighed myself when I got to school and found that I weighed a hundred and twenty pounds	Pisatu egin nintzen eskolara iritsi nintzenean, eta ehun eta hogei librako pisua aurkitu nuen
I shot a rabbit this morning while I was out herding	Untxi bati tiro egin nion gaur goizean, herding kanpoan nengoela
I was one of those peeling potatoes at school and I cut myself	Ni eskolan borrokatutako aita horietako bat nintzen eta moztu egin nintzen
you cut yourself with a knife	aizto batekin ebakiko duzu
I open the warp and insert yarn in it	Irazkia ireki eta haria sartzen dut
I used blue dye this morning	Tindagai urdina erabili dut gaur goizean
I made myself blue with house paint	Urdina egin nuen, etxeko pinturarekin
today I killed myself with work in planting	gaur landaketarekin hil nintzen
I see that I have a bulge on my car tire	Auto pneumatikoan bulgea dudala ikusten dut
the dough has risen	masa handitu egin da
if one puts dough in a warm place it rises quickly	masa leku bero batean jartzen bada, berehala altxatzen da
I grabbed up just my coat and hurried into the train	Berokia besterik ez nion heldu, eta trenean presaka ibiliko naiz
there are houses strung out along the bank of the river	etxeak daude ibaiaren ertzean
there are lots of pop bottles scattered alongside the road	pop botila asko daude errepidearen ondoan sakabanatuta
he's so shy that he nearly starved to death	bera hain da lotsatia, bera ia gose heriotzara
all my possessions burned up	nire propietate erre guztiak
the church bell is heard ringing	elizako kanpaia entzuten da
I started to ride across the river when the horse fell with me	Zaldia nirekin erori zenean, ibaian zehar ibiltzen hasi nintzen
when the wind suddenly started to blow I put my arms around myself	haizea bat-batean hasi zenean, nire inguruan jarri nintzen besoak
I tried on some shoes in the store	Zapata batzuetan probatu dut dendan
my wife tried on some shoes in the store	nire emaztea dendako zapata batzuetan saiatu zen
I'm teaching myself Spanish	Gaztelania irakasten ari naiz
when I finished eating I started for the waterhole with the sheep	bazkaltzen amaitu nuenean, waterholerako hasi nintzen ardiekin
my mother and father and I went into the meeting and stayed and stayed	nire ama eta aita eta biok joan ginen bilerara, eta geratu eta geratu nintzen
go --- 3 or more actors.	3 aktore edo gehiago joatea.
I really got bored stiff waiting for my father and mother when they went into the store and stayed and stayed while I waited outside	Benetan gogortu egin ninduten, aitaren eta amaren zain, dendan sartu eta geratu zirenean, eta kanpoan zain egon nintzen bitartean gelditu nintzen
he river rose last night	ibaia anoche eraiki zen
when the calf got stranded in the sheep corral its mother called to it in vain from behind the corral	oilagorra ardi-eskortan erori zenean, amak alferrik deitu zion uhalaren atzetik.
a horse that got into the enclosure is still there	barruan sartu zen zaldi bat han dago oraindik
I'm sitting outside waiting in vain for my grandfather who went into the sweathouse and stayed there	Kanpoan eserita nago, aitona sweathouse-n sartu eta han gelditu zen, alferrik.
looking into the mirror I shaved myself	ispiluan begiratuz bizitu egin nintzen
when I looked at myself in the mirror I noticed some gray hair	ispiluan begiratu nuenean, ile gris batez ohartu nintzen
I looked at myself in the mirror and saw that my mustache had grown very long	Ispiluan begiratu eta nire bibotea luzaroan hazi zela ikusi nuen
tomorrow my father is driving a small group of animals to water	Goizean, animalia-talde txiki bat uretara eramaten ari da aita.
everyday my little sister and I make a drive to the waterhole	egunero, nire ahizpa txikiak eta biok bidaia bat egiten dut aintzirara
I've never driven there	Ez dut inoiz han gidatu
count the lambs before I start to take them over there	kontatu arkumeak han jaten hasi aurretik
he did not forsake his people	ez zuen herria utzi
as soon as he finished school he forsook his people	eskola amaitu bezain laster, herria utzi zuen
I reached into the doghouse and it bit me	Doghousera iritsi eta hil egin nintzen
some doors open automatically when a button is pushed	ate batzuk automatikoki irekitzen dira botoi bati bultza egiten zaionean
when I got to his house I rang the doorbell and some woman opened it for me	etxera iritsi nintzenean txirrinak jo eta emakume batek zabaldu zuen niretzat
I brushed myself off with a whisk broom	Whisk erratz batekin garbitu nintzen
I have this rag in my pocket to wipe myself off with while I'm painting the house	Trapu hau poltsikoan daukat etxea pintatzen ari naizen bitartean garbitzeko
when I fell in the mud I sat getting it off myself with a stick	lokatzetara erori nintzenean, makila batez atera nintzen nire buruarengandik
I spent the day yesterday taking part in a stick dice game	Atzo palo dadoen joko batean parte hartu nuen
I played stick dice at my grandmother's place yesterday	Makila jokatu nuen atzo amonaren lekuan
at the Yei Bichei I smeared white cłay on myself and joined in the dancing	Yei Bichei-n, nire buruaz igurtzi nintzen, eta dantzaldian elkartu nintzen
I burned myself taking the ashes out of the stove	Berogailuko errautsak hartuz erre nintzen
I learned to shoot when I was ten years old	Hamar urte nituela tiro egiten ikasi nuen
I'm trying to shoot a deer	Orein bati tiro egiten saiatzen ari naiz
that boy is a good tackler	mutil erasotzaile ona dela
I learned to tackle by playing football at school	Eskolan futbolean jolasten ikasi nuen
I learned to be a batter by playing ball at school	Batter bat izaten ikasi nuen eskolan pilota jolasten
to play monte	mendian jokatu
I'm in jail for adultery	Kartzelan nago adulterioagatik
the cop can't blow his whistle	poliziak ezin du bere txilibitua jo
the teacher saw me when I spit on the floor	irakasleak ikusi ninduen lurrean entzun nuenean
my grandmother chased me out for spitting on the ground near the fire	amonak atzetik jarraitu zidan sutik gertu lurrera botatzeko
I can spit farther than you can	Ahal baino urrutiago entzun dezaket
my grandfather pokes with his cane	nire aitonak kanabera jo du
bumble bees really sting	bumble erle oso xehatuak
I took the pencil away from the little boy because he was jabbing with it	Umearengandik urrun hartu nuen arkatza, bera jabbing zegoen eta.
my sister returned from school very particular about her appearance	nire ahizpa oso berezia itzuli zen eskolatik bere itxurari buruz
ten days ago I built a fence along the side of the road	duela hamar egun hesi bat eraiki nuen errepidearen aldean
I blackened myself with charcoal until I looked like a black man	Ikatzarekin belztu nintzen, gizon beltza iruditu zitzaidan arte.
I had never carried the wand but tomorrow I'll carry it	Inoiz ez nuen makila eraman, baina bihar eramango dut
this morning I put on a sweet smelling cream and took off for school	gaur goizean, usain gozoko krema bat jarri nuen, eta eskolatik kendu nintzen
I put cold cream on myself in the morning before I go to school	Goizean krema hotza jarri nuen eskolara joan aurretik
in the evening I put cold cream on myself and go to bed	gauean krema hotza jarri eta ohera noa
I haven't learned archery yet	Oraindik ez dut archery ikasi
my little sister got mad at me for wiping myself with her towel	nire ahizpa txikia nirekin haserretu zen, toallarekin garbitzeagatik
the trader is always balky when one asks him for money	trader beti da burusoilduna batek dirua eskatzen dionean
why are you so uncooperative?/	zergatik ez zara hain kooperatiboa?/
the kitten got up from its sleep and stretched	katutxoa bere ametsetik esnatu eta luzatu egin zen
this boy runs every morning to harden himself	mutil hau korrika doa goizero gogortzeko
when I go after the bałl I never get it	Bainuaren ondoren noa, inoiz ez dut lortzen
indicator	adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea adierazlea
"little gnats can really ""pinch"""	"gnats txikiek ""pinch""" egin dezakete"""
my little sister really can pinch so for that reason I don't bother her	nire ahizpa txikiak min har dezake, eta horregatik ez naiz gogaitzen
I took the rope away from the little boy because he was lashing it	Soka kendu nion haurrari, taupadak egiten ari zelako
this horse is always flicking his tail	zaldi horrek beti jotzen du isatsa
this rope is too thin	soka hori meheegia da
some skinny white man came to our place	gizon zuri flakoren bat etorri zen gure lekura
my father's racehorse is good only for short distance courses.	Aitaren lasterketa-zaldia ona da distantzia laburreko ikastaroetarako soilik.
my father's racehorse is good only for short distance courses.	Aitaren lasterketa-zaldia ona da distantzia laburreko ikastaroetarako soilik.
my lambs are still small	nire arkumeak oraindik txikiak dira
a microbe is something very tiny	mikrobioa oso txikia da
this rope is too thin	soka hori meheegia da
I have a tic under my eye.	Ikt bat dut begiaren azpian.
school children do not know to what clans they belong	eskolako haurrek ez dakite zer klan diren
everyone should know to what clan he belongs.	denek jakin behar dute zer taldetakoa den.
I had a chest x-ray taken last summer.	Joan den udan hartu nuen toraxaren erradiografia.
there is a white center line running down the highway.	lerro zuri bat dago errepidean barna.
at this time our thoughts turn principally to the sources of our livelihood.	une honetan, gure pentsamenduak gure mantenuaren iturrietara bideratzen dira batez ere.
my beads are the prettiest	nire kontuak politenak dira
I like mutton best of all	Dena baino hobeto gustatzen zait mutton-a
corn is the principal food of the Mexicans	artoa da mexikarren elikagai nagusia
gourd rattle	kalabaza-txintxirrina
rawhide rattle	rawhide-txintxirrina
hoof rattle	hoof sonajero
buffalo rattle	bufalo-zundagina
badger rattle.	teilazko zundagina.
the tracks left by my little sister and brother run side by side here.	nire ahizpa txikiak eta anaiak utzitako pistak albo batera doaz hona.
I snipped off pieces of wire for my father	Frankotiré alanbre-zatiak aitarentzat
I chopped some wood for my grandmother this morning	Zur pixka bat bota nuen amonarentzat gaur goizean
I chopped the backbone into pieces for my mother	Bizkarrezurra zati txikitan moztu nuen amarentzat
I broke the fried bread into pieces for the little boy	Haurrentzako ogi frijitua puskatan puskatu nuen
this is an orphans' home	umezurtzen etxea da hau
the Japanese were defeated and we entered into a treaty with them	japoniarrak garaitu egin zituzten, eta haiekin itun bat egin genuen
when I bought a house from a whiteman I entered into a ten-year payment contract with him	gizon zuri baten etxea erosi nuenean, hamar urteko ordainketa-kontratu batean sartu nintzen harekin
I thought. for sure that my time was up	Pentsatu nuen. nire denbora bazegoen ziur
it's time to pay the house rent and I have no money	etxearen alokairua ordaintzeko ordua da, eta ez dut dirurik
the planting season is over and I haven't finished my planting	ereintza-denboraldia amaitu da, eta ez dut nire landaketa amaitu
I'm running along beside my father.	Aitaren ondoan ari naiz korrika.
there's a windy period in the spring	udaberrian bada aldi zoragarri bat
there's always a rainy period in the fall	udazkenean beti izaten da euria
it's hard to tell how long the war will last	zaila da gerraren iraupena jakitea
last night Mr. Long was doubled up with pain because he couldn't urinate	anoche, Long bikoiztu egin zen minez, ezin baitzuen txiza egin
many years ago the Navajos were rounded up at Fort Sumner	duela urte asko biribildu ziren Navajoak Fort Sumnerren
since my little sister and brother were fighting over an apple I cut it in  half for them	nire ahizpa txikitik eta anaiarengandik borrokan ari ziren etxadi baten gainean gortea erdira beraientzat.
I beat the  wire in twa with a hammer	Alanbrea twan mailu batekin jo nuen
I beat  the log in two (by paunding on it until it broke	Log-a bitan jo nuen (hautsi zen arte kolpatzean
when I found an aspen tree blown over on the road I chopped it apart and dragged it aside	zuhaitz bat bidearen gainean zapalduta aurkitu nuenean, aparte moztu eta alde batera eraman nuen
my grandmother pulled the carded wool apart	amonak artile kardatua baztertu zuen
my mother bawled me out for pulling apart the yarn that she had spun	amak kanpora eraman ninduen berak irututako haria aparte botatzeko
I've caught cold despite the good care I take of myself	Hotza hartu dut, neure burua ondo zaindu arren.
my grandfather will come to see us tomorrow before the morning is out	nire aitona bihar etorriko da gu ikustera, goizean atera baino lehen
we're leaving for Gallup. in the morning	Gallupentzat irteten ari gara. goizean
we got rain this morning.	Euria egin genuen gaur goizean.
we'll take off by plane in the morning tomorrow.	bihar aireratuko gara hegazkinez.
Magellan was reportedly the first person to sail around the world	Magellan munduan nabigatzen lehena izan zen, ustez
I got back together with my hunting companion at noon	Nire lagun batekin itzuli nintzen eguerdian
my wife and I separated last year but she wrote a letter suggesting that we get back together	nire emazteak eta biok joan den urtean banandu ginen, baina berak gutun bat idatzi zuen, elkartuta gaudela iradokitzeko
let's meet at the spring at noon	udaberrian bilduko gara eguerdian
my father and my older brother are equally fast.	nire aita eta anaia zaharrena ere azkarrak dira.
your younger sister and I became acquainted with each other	zure ahizpa txikia eta biok elkar ezagutu genuen
I think I've already met you	Uste dut aurkitu zaitudala
your older brother and I know each other	zure anaia zaharrena eta biok elkar ezagutzen dugu
my girlfriend and yours are one as ugly as the other	nire neska-laguna eta zurea besteak bezain itsusia dira
when I hit their heads together the kittens got into a fight with each other	burua elkarrekin jo nuenean, katutxoek borroka batean lortu zuten elkar
the Red House and Mountain Cove People are not interrelated	Etxe Gorria eta Mountain Cove Jendea ez dago erlazionatuta
I'm really fed up with bills now.	Benetan nazkatuta nago orain.
I spent yesterday weaving	Atzo ehuntzen eman nuen
I  don't know how to weave	Ez dakit nola ehizatu
my grandmother taught me to weave	amonak ehuntzen irakatsi zidan
I didn't do it. I'm  not guilty. I'm not to blame	Ez nuen egin. Ez naiz erruduna. Ez naiz erruduna
I wanted to get all the corn in before Sunday  but I'm not going to make it	Igande aurretik lortu nahi nuen arto guztia, baina ez dut lortuko
in the morning my father eats  and drives off to work while we are still asleep	goizean, aitak jan eta lanera eramaten du lo gauden bitartean.
a retirement party  was held for the former Superintendent	erretiro-festa bat egin zen superintendente ohiarentzat
did you learn typing by taking a correspondence course?/	Idazten ikasi zenuen korrespondentzia-ikastaro bat hartuz?/
I make my own moccasins	Nire mokasinak egiten ditut
I can't get my husband to stop  drinking	Ezin dut lortu senarrak edateari uztea
I want to pay up my account in full at the trading post but I can't get it  done	Nire kontu osoa trading postuan ordaindu nahi dut, baina ezin dut lortu
getting drunk here carries a jail sentence.	mozkortu ondoren, kartzela-epaia eman du.'
it is impossible to crawl through this fence.	ezin da hesi horretatik ibili.
five years ago a tunnel was bored through the mountain and now there's a road in there	duela bost urte, tunel bat aspertu egin zen mendian, eta orain errepide bat dago han.
my father punched a hole in my ears for me	nire aitak zulo bat zulatu zuen belarrietan niretzat
last night a hole was punched in my car tire.	zulo bat zulatu zuten nire autoko pneumatikoan.
among the scrub oaks	sasietako haritzen artean
I went among the Navajos	Navajos
I distributed them to them	Haiei banatu nituen
you're among	hemen zaude:
he's among	bere artean
he is among	bere artean
we're among	gure artean gaude
you're among	hemen zaude:
I take part in everything.	Edozertan parte hartzen dut.
we're under the covers together	estalkipean gaude, elkarrekin
we're sitting under the same cover	estalki beraren azpian eserita gaude
the wagon took me through the mud down in the wash	orgak buztinetik behera eraman ninduen garbitzean
the rope fell out of the car	autotik erori zen soka
the deer	oreina
these snakes are the same length	suge hauek luzera bera dute
these horses weigh the same	zaldi hauek berdin pisatzen dute
this man and his older brother are equally mean	gizon hau eta haren anaia nagusia ere bitartekoak dira
my father and I are equally stout	nire aita eta biok ere stout
my father hauled a barrel of water to the field and back	aitak ur-upel bat eraman zuen sorora eta bizkarrera
I installed a picket fence around my home	Pikete-hesia jarri nuen nire etxearen inguruan
I'll dance eight times around the fire	Suaren inguruan zortzi aldiz dantzatuko dut
you and your mother are equally pretty	zu eta zure ama ere politak dira
my father and I are equally tall	nire aita eta biok ere handiak gara
my big sister and my mother are equally skinny	nire ahizpa nagusia eta ama berdin-berdinak dira
my father and I are the same size	nire aita eta biok tamaina berekoak gara
I picked up a bag full of potatoes and carried it around the hogan	Patataz betetako poltsa hartu eta sutan inguruan eraman nuen
when there is a whirlwind paper is blown around in a circle.	zurrunbilo-paper bat dagoenean, zirkulu baten inguruan putz egiten da.
you're as strong as I am now	orain bezain indartsua zara
I'm shooting firecrackers	Petardoak jaurtitzen ari naiz
I went in to the Chapter House and there were people all around in it	Kapituluaren Etxera sartu nintzen eta inguruan jendea zegoen
when my older sister made the skirt she pleated it all the way around	nire ahizpa nagusiak gona egin zuenean, bide osoa inguratu zuen
lead your little brother around that pond!/	zure anaia txikia urmael horren inguruan gidatzea!/
I'm riding horseback to the school at Fort Defiance to meet with the superintendent	Fort Defianceko eskolan zaldiz ibiltzen naiz superintendentearekin elkartzeko
the little boy hasn't yet banged the tin cans together	haurrak oraindik ez ditu lata-latak elkarrekin jo
I was putting bottles of soda pop on the table and I broke one when I hit them together	Pop zopako botilak jartzen ari nintzen mahaian, eta bat hautsi nuen elkarrekin jo nuenean
there'll be another world war if the trouble in the Far East and the fighting in South Vietnam come together	beste mundu-gerra bat egongo da Ekialde Urruneko arazoak eta Hegoaldeko Vietnamgo borrokak batzen badira
I get along well with this boy with whom I work	Ondo moldatzen naiz lan egiten dudan mutil honekin
when I got into a fight with a Mexican we grabbed each other and people had a hard time separating us	mexikar batekin borrokan hasi nintzenean, elkarri heldu genion, eta jendeak denbora zaila izan zuen bereizten.
the two children haven't yet started for school	bi haurrak oraindik ez dira hasi eskolara
tomorrow we're going to the mountains to see our father	bihar mendira joango gara gure aita ikustera
the two logs are lying with the tips pointing in opposite directions.	bi enborrak muturrak kontrako norabideetan apuntatzen ari dira.
I chopped wood for my grandmother yesterday	Egurra mozten dut amonarentzat atzo
it is said that Mr. Long is on the outs with his son's wife	esan dute Long out-en dagoela semearen emaztearekin.
I don't want to get on the outs with you	Ez dut lortu nahi out-etan zurekin
the Navajos are on the outs with the Hopis	Navajoak out-en daude hopiekin
I had a house built for me on a level spot near my hogan	Niretzat eraikitako etxe bat neukan nire etxetik hurbil, maila-puntu batean
we who live in this vicinity have not yet all moved to the mountains	auzo honetan bizi garen guztiok ez gara oraindik mendira joan
the red stones were mixed together with the black ones	harri gorriak beltzekin nahastu ziren
my older brother and I have boxing matches at home	nire anaia zaharrenak eta biok boxeo-partidak ditugu etxean
the two stud horses are going around kicking each other	stud-eko bi zaldiak bata bestearen kontra ari dira
the girls are hitting one another with dough	neskek masa kolpatzen dute
peck.)	peck).
my father lies partly under the car fixing it	nire aita autoaren azpian dago, partzialki, hura finkatzen
the badger is lying partly in its burrow	teilatua partzialki etzanda dago gordelekuan
I'm leaning in through the car window	Autoaren leihotik inklinatuta nago
when i'm out herding with my younger brother we play at sword duels with sticks	herding ateratzen naizenean anaia txikiarekin, ezpata-dueluak ukituko ditugu makilekin
want.)	nahi duzu).
we combined various kinds of seeds together	hainbat hazi mota konbinatzen ditugu elkarrekin
my big sister and I met together with regard to the proposed sale of some of our cattle	nire ahizpa zaharrena, eta elkartu egin nintzen gure abereetako batzuen salmentari buruz
I didn't see my younger sister for a year because she was far away at school	Ez nuen ahizpa txikia ikusi urtebetez, oso urrun baitzegoen eskolan
the boys and the girls are so reticent toward one another that they do not even speak to one another	mutilak eta neskak elkarren hain dira bihurriak, ez baitute elkar hitz egiten ere
the surf comes rolling in here on the ocean in the evening	surfa itsasoan ibiltzen da gauez
these old people can't take care of one another --- they're short of meeting their own needs.	adineko horiek ezin dira besteak zaindu --- beren beharrak asetzeko laburrak dira.
it is said that when the Mexicans fight they use knives on one another	mexikarrak borrokan ari direnean, labanak erabiltzen dituztela esaten da
my younger sister and my older sister know an equal amount of English	nire ahizpa txikiak eta nire ahizpa zaharrenak ingelesaren kantitate bera dakite
my cousin and my older brother are equally stupid	lehengusua eta anaia zaharrena ere estupatuak dira
these cats really look alike	benetan berdinak diruditen katu hauek
last night when our car got stuck in the sand two Mexicans helped us and we got it back out	anoche, gure autoa hondarrean itsatsi zenean, bi mexikarrek lagundu ziguten eta berreskuratu genuen
the tomcats just sit staring at each other	tomcats-ak, elkarri begira eserita
to look at it.)	ikusteko).
I kept inhaling blood vapor while butchering a sheep and it gave me a headache	Odol-lurruna arnasten jarraitu nuen ardi bat haragitzen ari zela, eta buruko mina eman zidan.
I dragged the logs one by one into the sheep corral	Enborrak banan-banan arrastatu nituen ardi-eskortan
at present I'm busy dragging old car hulks down into the wash	gaur egun lanpetuta nabil garbiketan autoko hulk zaharrak arrastatuz
when it started to rain I took the clothes from the line outside and tossed them inside	euria hasi zuenean, kanpoko lerroko arropa hartu eta barrura bota nituen
gathering up pieces of wire I tossed them down into the wash	alanbrezko piezak jaso eta garbitzean bota nituen
the teacher bawled me out for slamming the classroom door	irakasleak atera ninduen gelako atea jotzeko
only people who vote can make the laws they want	botoa ematen duten pertsonek bakarrik egin ditzakete nahi dituzten legeak
I closed the door and locked the padlock	Atea itxi eta giltzarrapoa blokeatu nuen
the mousetrap nearly snapped on my finger	pitak ia dir-dir egin zuen hatzean
the wire lashed at me when it broke	alanbrea hautsi zenean jo zidan
I was setting a mouse trap when it. snapped on my finger	Ni saguaren tranpa bat jartzen ari nintzela. snapped in mi hatz
I put the lambs into the sheep corral	Arkumeak ardi-eskortan jarri
I put the lambs back into the sheep corral	Arkumeak ardi-kortan jarri nituen berriro
to carry or take them away one after another	batetik bestera eramateko edo eramateko
Helen and I live together	Helen eta biok elkarrekin bizi gara
